2013-01 34.5
2013-02 64.9
2013-03 62.3
2013-04 162.8
2013-05 163.3
2013-06 157.5
2013-07 268.2
2013-08 198.7
2013-09 118.9
2013-10 89.6
2013-11 80.4
2013-12 51.3
